seed,dataset,algorithm,fold
42,page-blocks,CBM,7
42,wine-quality,CBM_KE,3
42,spambase,CBM_KE,6
42,wine-quality,CBM_KE,1
42,page-blocks,CBM_KE,1
42,page-blocks,CBM_KE,6
42,wine-quality,CBM_KE,2
42,wine-quality,CBM_KE,0
42,page-blocks,CBM,5
42,page-blocks,CBM_KE,5
42,page-blocks,CBM_KE,2
42,optdigits,CBM_KE,7
42,page-blocks,CBM_KE,4
42,page-blocks,CBM,6
42,phoneme,CBM_KE,2
42,wine-quality,CBM,9
42,page-blocks,CBM,3
42,optdigits,CBM_KE,1
42,page-blocks,CBM,9
42,optdigits,CBM_KE,4
42,page-blocks,CBM,8
42,phoneme,CBM_KE,5
42,page-blocks,CBM_KE,8
42,phoneme,CBM_KE,1
42,phoneme,CBM_KE,0
42,wine-quality,CBM,2
42,wine-quality,CBM,8
42,phoneme,CBM_KE,3
42,spambase,CBM_KE,7
42,optdigits,CBM_KE,6
42,optdigits,CBM_KE,9
42,page-blocks,CBM,0
42,kr-vs-kp,CBM,4
42,spambase,CBM_KE,2
42,spambase,CBM_KE,8
42,wine-quality,CBM,6
42,spambase,CBM_KE,9
42,wine-quality,CBM,0
42,optdigits,CBM_KE,0
42,wine-quality,CBM,1
42,wine-quality,CBM,3
42,wine-quality,CBM,4
42,wine-quality,CBM,7
42,wine-quality,CBM_KE,7
42,optdigits,CBM_KE,5
42,wine-quality,CBM_KE,5
42,kr-vs-kp,CBM,7
42,optdigits,CBM_KE,8
42,optdigits,CBM_KE,3
42,spambase,CBM_KE,0
42,wine-quality,CBM_KE,6
42,kr-vs-kp,CBM,8
42,kr-vs-kp,CBM,0
42,kr-vs-kp,CBM,5
42,spambase,CBM_KE,5
42,kr-vs-kp,CBM,1
42,spambase,CBM_KE,3
42,kr-vs-kp,CBM,9
42,spambase,CBM_KE,4
42,kr-vs-kp,CBM,2
42,kr-vs-kp,CBM,6
42,kr-vs-kp,CBM,3
42,bank,CBM_KE,0
42,segment,CBM,8
42,kr-vs-kp,CBM_KE,8
42,segment,CBM,0
42,segment,CBM,2
42,segment,CBM,6
42,segment,CBM,1
42,segment,CBM,7
42,segment,CBM,5
42,segment,CBM,3
42,segment,CBM,4
42,segment,CBM,9
42,kr-vs-kp,CBM_KE,6
42,kr-vs-kp,CBM_KE,5
42,kr-vs-kp,CBM_KE,4
42,mfeat-factors,CBM,1
42,kr-vs-kp,CBM_KE,9
42,mfeat-factors,CBM,5
42,mfeat-factors,CBM,6
42,mfeat-factors,CBM,4
42,kr-vs-kp,CBM_KE,3
42,kr-vs-kp,CBM_KE,0
42,mfeat-factors,CBM,7
42,kr-vs-kp,CBM_KE,1
42,kr-vs-kp,CBM_KE,2
42,mfeat-factors,CBM,9
42,kr-vs-kp,CBM_KE,7
42,mfeat-factors,CBM,0
42,mfeat-factors,CBM,2
42,mfeat-factors,CBM,3
42,mfeat-factors,CBM,8
42,segment,CBM_KE,5
42,segment,CBM_KE,1
42,car,CBM_KE,0
42,car,CBM_KE,4
42,car,CBM_KE,1
42,segment,CBM_KE,3
42,segment,CBM_KE,7
42,car,CBM_KE,7
42,segment,CBM_KE,9
42,car,CBM_KE,5
42,car,CBM_KE,2
42,car,CBM_KE,3
42,segment,CBM_KE,4
42,car,CBM_KE,6
42,mfeat-factors,CBM_KE,4
42,segment,CBM_KE,8
42,car,CBM_KE,8
42,car,CBM_KE,9
42,segment,CBM_KE,2
42,segment,CBM_KE,0
42,segment,CBM_KE,6
42,mfeat-factors,CBM_KE,5
42,mfeat-factors,CBM_KE,7
42,mfeat-factors,CBM_KE,3
42,mfeat-factors,CBM_KE,6
42,mfeat-factors,CBM_KE,2
42,mfeat-factors,CBM_KE,1
42,mfeat-factors,CBM_KE,0
42,car,CBM,0
42,car,CBM,6
42,car,CBM,5
42,car,CBM,4
42,car,CBM,8
42,car,CBM,7
42,car,CBM,2
42,car,CBM,9
42,mfeat-factors,CBM_KE,8
42,mfeat-factors,CBM_KE,9
42,car,CBM,3
42,car,CBM,1
42,vehicle,CBM_KE,7
42,vehicle,CBM_KE,2
42,vehicle,CBM_KE,6
42,vehicle,CBM_KE,5
42,vehicle,CBM_KE,3
42,vehicle,CBM_KE,9
42,vehicle,CBM_KE,4
42,tic-tac-toe,CBM,3
42,tic-tac-toe,CBM,0
42,tic-tac-toe,CBM,8
42,credit-g,CBM,3
42,vehicle,CBM_KE,8
42,tic-tac-toe,CBM,1
42,tic-tac-toe,CBM,5
42,credit-g,CBM,7
42,tic-tac-toe,CBM,9
42,vehicle,CBM_KE,0
42,tic-tac-toe,CBM,6
42,tic-tac-toe,CBM,7
42,vehicle,CBM_KE,1
42,tic-tac-toe,CBM,2
42,credit-g,CBM,1
42,credit-g,CBM,4
42,tic-tac-toe,CBM,4
42,credit-g,CBM,2
42,credit-g,CBM,8
42,credit-g,CBM,6
42,diabetes,CBM,5
42,credit-g,CBM,5
42,credit-g,CBM,9
42,diabetes,CBM,9
42,credit-g,CBM_KE,6
42,diabetes,CBM,8
42,diabetes,CBM,7
42,credit-g,CBM,0
42,credit-g,CBM_KE,3
42,balance-scale,CBM,4
42,vehicle,CBM,9
42,vehicle,CBM,1
42,diabetes,CBM,2
42,vehicle,CBM,6
42,diabetes,CBM,6
42,credit-g,CBM_KE,1
42,vehicle,CBM,7
42,diabetes,CBM,1
42,balance-scale,CBM,6
42,credit-g,CBM_KE,8
42,vehicle,CBM,2
42,balance-scale,CBM,7
42,vehicle,CBM,8
42,vehicle,CBM,0
42,tic-tac-toe,CBM_KE,0
42,credit-g,CBM_KE,5
42,credit-g,CBM_KE,4
42,balance-scale,CBM,5
42,balance-scale,CBM,8
42,vehicle,CBM,5
42,vehicle,CBM,4
42,diabetes,CBM,3
42,blood,CBM,7
42,tic-tac-toe,CBM_KE,2
42,tic-tac-toe,CBM_KE,5
42,vehicle,CBM,3
42,balance-scale,CBM,9
42,tic-tac-toe,CBM_KE,1
42,balance-scale,CBM,3
42,blood,CBM,8
42,blood,CBM,0
42,credit-g,CBM_KE,0
42,credit-g,CBM_KE,7
42,blood,CBM,4
42,blood,CBM,2
42,diabetes,CBM,0
42,balance-scale,CBM,1
42,blood,CBM,1
42,blood,CBM,9
42,credit-g,CBM_KE,2
42,tic-tac-toe,CBM_KE,3
42,tic-tac-toe,CBM_KE,7
42,diabetes,CBM_KE,5
42,credit-g,CBM_KE,9
42,tic-tac-toe,CBM_KE,9
42,blood,CBM,5
42,blood,CBM,3
42,blood,CBM,6
42,tic-tac-toe,CBM_KE,6
42,diabetes,CBM,4
42,diabetes,CBM_KE,2
42,wdbc,CBM,8
42,balance-scale,CBM,0
42,wdbc,CBM,5
42,tic-tac-toe,CBM_KE,8
42,diabetes,CBM_KE,9
42,diabetes,CBM_KE,6
42,tic-tac-toe,CBM_KE,4
42,wdbc,CBM,0
42,blood,CBM_KE,0
42,blood,CBM_KE,9
42,blood,CBM_KE,5
42,wdbc,CBM,4
42,wdbc,CBM,2
42,wdbc,CBM,1
42,diabetes,CBM_KE,7
42,wdbc,CBM,6
42,blood,CBM_KE,3
42,balance-scale,CBM_KE,4
42,diabetes,CBM_KE,0
42,balance-scale,CBM_KE,5
42,blood,CBM_KE,2
42,blood,CBM_KE,7
42,balance-scale,CBM_KE,8
42,blood,CBM_KE,1
42,diabetes,CBM_KE,8
42,diabetes,CBM_KE,3
42,blood,CBM_KE,6
42,balance-scale,CBM_KE,7
42,wdbc,CBM,3
42,diabetes,CBM_KE,4
42,balance-scale,CBM_KE,6
42,wdbc,CBM,7
42,balance-scale,CBM_KE,2
42,balance-scale,CBM_KE,1
42,wdbc,CBM_KE,5
42,blood,CBM_KE,4
42,diabetes,CBM_KE,1
42,balance-scale,CBM_KE,9
42,wdbc,CBM,9
42,balance-scale,CBM_KE,3
42,balance-scale,CBM_KE,0
42,wdbc,CBM_KE,3
42,blood,CBM_KE,8
42,wdbc,CBM_KE,9
42,wdbc,CBM_KE,6
42,wdbc,CBM_KE,2
42,wdbc,CBM_KE,0
42,wdbc,CBM_KE,8
42,wdbc,CBM_KE,4
42,wdbc,CBM_KE,1
42,wdbc,CBM_KE,7
42,balance-scale,CBM,2
